0,1,2,3
24.01186649998029,24.01186649998029,24.01186649998029,24.01186649998029
23.248063985506693,23.248063985506693,23.248063985506693,23.248063985506693
23.498832201957704,23.498832201957704,23.498832201957704,23.498832201957704
23.61945832769076,23.61945832769076,23.61945832769076,23.61945832769076
24.39766559203466,24.39766559203466,24.39766559203466,24.39766559203466
24.68153512676557,24.68153512676557,24.68153512676557,24.68153512676557
24.5351259013017,24.5351259013017,24.5351259013017,24.5351259013017
24.38043894767761,24.38043894767761,24.38043894767761,24.38043894767761
24.572102878491084,24.572102878491084,24.572102878491084,24.572102878491084
24.86776005824407,24.86776005824407,24.86776005824407,24.86776005824407
24.78128262758255,24.78128262758255,24.78128262758255,24.78128262758255
24.96874351898829,24.96874351898829,24.96874351898829,24.96874351898829
24.743653895457587,24.743653895457587,24.743653895457587,24.743653895457587
24.6610605319341,24.6610605319341,24.6610605319341,24.6610605319341
24.092393614848454,24.092393614848454,24.092393614848454,24.092393614848454
24.28061804572741,24.28061804572741,24.28061804572741,24.28061804572741
24.157372611761094,24.157372611761094,24.157372611761094,24.157372611761094
24.025932319959004,24.025932319959004,24.025932319959004,24.025932319959004
23.565829704205196,23.565829704205196,23.565829704205196,23.565829704205196
24.11403145591418,24.11403145591418,24.11403145591418,24.11403145591418
24.397056657075883,24.397056657075883,24.397056657075883,24.397056657075883
24.236094721158345,24.236094721158345,24.236094721158345,24.236094721158345
24.14478146036466,24.14478146036466,24.14478146036466,24.14478146036466
24.103769878546398,24.103769878546398,24.103769878546398,24.103769878546398
24.19064769347509,24.19064769347509,24.19064769347509,24.19064769347509
24.534473941723505,24.534473941723505,24.534473941723505,24.534473941723505
23.912411419550576,23.912411419550576,23.912411419550576,23.912411419550576
23.921876535813013,23.921876535813013,23.921876535813013,23.921876535813013
23.48676246404648,23.48676246404648,23.48676246404648,23.48676246404648
23.550227004289628,23.550227004289628,23.550227004289628,23.550227004289628
23.726079839468003,23.726079839468003,23.726079839468003,23.726079839468003
23.432469828923544,23.432469828923544,23.432469828923544,23.432469828923544
23.382394407192866,23.382394407192866,23.382394407192866,23.382394407192866
22.72140212059021,22.72140212059021,22.72140212059021,22.72140212059021
22.720826506614685,22.720826506614685,22.720826506614685,22.720826506614685
22.969638651609422,22.969638651609422,22.969638651609422,22.969638651609422
22.801335638761522,22.801335638761522,22.801335638761522,22.801335638761522
22.43249662319819,22.43249662319819,22.43249662319819,22.43249662319819
22.522331273555757,22.522331273555757,22.522331273555757,22.522331273555757
22.670715427398683,22.670715427398683,22.670715427398683,22.670715427398683
22.717342734336853,22.717342734336853,22.717342734336853,22.717342734336853
22.75854725042979,22.75854725042979,22.75854725042979,22.75854725042979
23.233969142039616,23.233969142039616,23.233969142039616,23.233969142039616
22.865539421637852,22.865539421637852,22.865539421637852,22.865539421637852
22.312625388304394,22.312625388304394,22.312625388304394,22.312625388304394
22.346941709518433,22.346941709518433,22.346941709518433,22.346941709518433
22.905011779069902,22.905011779069902,22.905011779069902,22.905011779069902
22.749640474716823,22.749640474716823,22.749640474716823,22.749640474716823
22.65044055779775,22.65044055779775,22.65044055779775,22.65044055779775
22.227677883704505,22.227677883704505,22.227677883704505,22.227677883704505
22.880542987585066,22.880542987585066,22.880542987585066,22.880542987585066
23.784434644381204,23.784434644381204,23.784434644381204,23.784434644381204
24.221807553370795,24.221807553370795,24.221807553370795,24.221807553370795
24.045992038647334,24.045992038647334,24.045992038647334,24.045992038647334
24.652695552508035,24.652695552508035,24.652695552508035,24.652695552508035
24.67863556543986,24.67863556543986,24.67863556543986,24.67863556543986
24.979827825228373,24.979827825228373,24.979827825228373,24.979827825228373
25.05473237435023,25.05473237435023,25.05473237435023,25.05473237435023
24.919941051801047,24.919941051801047,24.919941051801047,24.919941051801047
24.89025016625722,24.89025016625722,24.89025016625722,24.89025016625722
25.007281629244485,25.007281629244485,25.007281629244485,25.007281629244485
24.71626173853874,24.71626173853874,24.71626173853874,24.71626173853874
24.706040891011558,24.706040891011558,24.706040891011558,24.706040891011558
24.906868362426756,24.906868362426756,24.906868362426756,24.906868362426756
24.60640355348587,24.60640355348587,24.60640355348587,24.60640355348587
24.42985936999321,24.42985936999321,24.42985936999321,24.42985936999321
24.667372769117357,24.667372769117357,24.667372769117357,24.667372769117357
24.620352345705033,24.620352345705033,24.620352345705033,24.620352345705033
24.68163439631462,24.68163439631462,24.68163439631462,24.68163439631462
24.70424302617709,24.70424302617709,24.70424302617709,24.70424302617709
24.165160846710204,24.165160846710204,24.165160846710204,24.165160846710204
23.700604605674744,23.700604605674744,23.700604605674744,23.700604605674744
22.36539278626442,22.36539278626442,22.36539278626442,22.36539278626442
22.973009769121806,22.973009769121806,22.973009769121806,22.973009769121806
23.55441372791926,23.55441372791926,23.55441372791926,23.55441372791926
23.307494938373566,23.307494938373566,23.307494938373566,23.307494938373566
23.382787569363913,23.382787569363913,23.382787569363913,23.382787569363913
23.343147234121957,23.343147234121957,23.343147234121957,23.343147234121957
24.04584710796674,24.04584710796674,24.04584710796674,24.04584710796674
23.911663643519084,23.911663643519084,23.911663643519084,23.911663643519084
23.85621308684349,23.85621308684349,23.85621308684349,23.85621308684349
23.721518963575363,23.721518963575363,23.721518963575363,23.721518963575363
23.851137695709863,23.851137695709863,23.851137695709863,23.851137695709863
23.663838577270507,23.663838577270507,23.663838577270507,23.663838577270507
23.093739108244577,23.093739108244577,23.093739108244577,23.093739108244577
22.975259353717167,22.975259353717167,22.975259353717167,22.975259353717167
23.314572260777155,23.314572260777155,23.314572260777155,23.314572260777155
23.34605643351873,23.34605643351873,23.34605643351873,23.34605643351873
23.148696847756703,23.148696847756703,23.148696847756703,23.148696847756703
22.76709487636884,22.76709487636884,22.76709487636884,22.76709487636884
23.10315804084142,23.10315804084142,23.10315804084142,23.10315804084142
23.161783810456594,23.161783810456594,23.161783810456594,23.161783810456594
23.580400172869364,23.580400172869364,23.580400172869364,23.580400172869364
23.706860142946244,23.706860142946244,23.706860142946244,23.706860142946244
23.432915969689688,23.432915969689688,23.432915969689688,23.432915969689688
23.320674830675124,23.320674830675124,23.320674830675124,23.320674830675124
23.07523849606514,23.07523849606514,23.07523849606514,23.07523849606514
23.012237664063772,23.012237664063772,23.012237664063772,23.012237664063772
22.773464824755987,22.773464824755987,22.773464824755987,22.773464824755987
23.08824569185575,23.08824569185575,23.08824569185575,23.08824569185575
22.625912539164226,22.625912539164226,22.625912539164226,22.625912539164226
